1,1,2,42,2
1,2,20,3,24
1,13,1,8,5
2,5,6,1,10
8,1,6,9,18
1,4,1,18,16
4,5,3,14,4
3,2,1,10,77
1,1,3,8,14
5,1,1,21,2
5,2,3,10,12
1,14,1,27,17
3,4,5,5,30
2,4,12,5,31
2,5,1,14,14
1,1,1,15,24
1,1,8,10,9
2,3,2,8,21
2,1,12,5,40
1,1,12,7,5
1,3,21,11,27
1,2,7,26,45
1,2,2,2,23
1,1,10,29,101
1,2,14,8,12
4,1,17,9,17
1,5,1,29,94
2,4,1,9,18
1,18,1,14,2
1,2,5,14,7
1,1,1,16,20
5,1,2,1,5
9,3,6,9,28
6,3,3,9,40
1,1,17,12,48
1,9,7,6,26
4,1,5,10,4
1,1,2,5,18
3,4,1,2,2
1,5,15,2,2
1,6,10,2,13
1,6,12,45,25
1,1,1,9,24
1,10,7,23,17
1,1,17,31,10
1,1,12,14,26
2,9,15,7,31
4,3,8,16,46
2,1,4,10,31
1,2,2,9,12
2,1,1,3,12
2,2,24,23,20
3,4,2,29,18
1,4,6,15,4
2,2,9,8,17
1,8,1,1,12
2,5,6,16,21
5,1,14,25,8
1,2,3,1,11
5,1,2,10,10
4,1,3,21,1
1,5,6,1,1
3,7,21,11,11
3,1,8,6,1
1,2,17,12,137
1,5,4,4,11
2,5,9,16,30
1,2,4,10,28
2,1,2,4,6
2,1,1,27,10
3,9,3,1,26
1,1,3,19,8
1,1,4,12,28
2,3,2,11,15
5,1,11,18,34
1,4,1,22,15
4,2,4,13,44
1,2,3,29,21
2,12,7,24,68
2,6,6,6,17
1,2,2,2,7
1,2,2,1,7
3,1,7,3,26
3,6,3,1,35
3,3,17,18,7
1,4,7,8,14
1,5,1,7,10
1,2,11,20,16
3,4,11,19,36
7,2,6,4,5
2,3,11,11,15
1,15,7,9,9
1,1,2,1,10
1,3,1,5,11
1,2,2,6,2
1,4,3,11,61
3,1,9,2,19
2,2,1,8,8
4,4,3,29,13
2,4,2,13,99
1,2,6,5,12
1,2,2,9,25
1,3,5,16,15
2,7,3,5,19
2,3,1,11,17
3,3,14,20,1
1,5,1,9,38
2,4,1,17,12
2,3,10,5,10
1,8,6,5,24
3,10,3,5,33
2,3,8,21,1
1,1,7,16,9
3,3,2,1,4
3,9,7,2,70
5,4,4,5,17
1,4,9,1,23
3,1,6,12,14
1,7,1,1,29
3,3,45,4,20
2,8,5,7,9
1,3,4,6,10
2,10,27,5,7
2,6,5,6,11
4,4,3,5,178
2,6,9,4,19
1,10,8,16,12
2,9,4,1,10
3,2,12,34,23
2,7,1,20,7
2,1,2,8,22
2,3,8,10,5
1,2,9,11,18
1,3,4,6,43
5,2,21,11,19
1,2,3,20,5
1,5,4,2,8
1,1,4,15,36
2,5,8,10,42
4,10,6,6,22
2,10,10,2,19
7,6,1,19,21
2,5,24,1,8
1,7,12,6,48
1,1,16,4,17
4,2,10,8,1
1,2,4,3,2
1,3,9,6,87
1,1,1,6,22
1,1,8,13,17
3,1,4,25,1
3,4,1,4,51
1,8,4,3,12
1,4,19,13,24
1,5,7,26,22
4,3,17,2,30
3,1,6,7,47
2,2,3,18,24
1,2,3,24,15
4,3,2,9,42
1,13,13,18,34
1,1,7,1,4
1,7,21,9,7
1,2,2,1,15
1,4,4,25,8
1,1,2,9,2
2,6,1,21,9
2,1,5,3,14
1,6,11,37,45
1,1,1,3,15
1,5,6,22,7
4,1,7,32,20
2,3,1,13,14
2,3,9,15,4
