Inf,453,128,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,455,128,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,456,129,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,468,135,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,479,137,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,140,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,140,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,143,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,143,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,144,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,146,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,156,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,159,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,160,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,161,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,165,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,171,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,174,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,183,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,187,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,188,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,192,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,196,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,197,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,197,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,199,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,202,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,216,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,218,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,220,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,222,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,225,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,226,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,226,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,227,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,239,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,249,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,251,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,253,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,253,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,256,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,263,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,265,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,267,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,267,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,272,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,277,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,279,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,285,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,286,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,287,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,289,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,289,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,291,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,292,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,293,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,293,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,294,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,298,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,301,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,308,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,311,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,320,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,322,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,323,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,326,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,326,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,336,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,336,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,337,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,339,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,344,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,348,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,350,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,356,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,356,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,360,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,363,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,363,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,364,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,374,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,374,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,377,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,381,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,382,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,395,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,395,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,395,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,403,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,406,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,414,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,414,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,415,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,419,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,419,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,420,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,424,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,426,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,430,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,430,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,436,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,454,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,455,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,456,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,456,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,467,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,474,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,475,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,479,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,482,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,486,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,486,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,487,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,488,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,490,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,495,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
